frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
3870,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03871.jpg,1936,1216,1,0.666130,444.416,2.594,1936.000,1206.371,0.987547,1,0.417870,444.475,2.603,1936.000,1206.829,0.987984,1,0.417870,444.475,2.603,1936.000,1206.829,0.987984,0,0,,,,,11.118,11.346,10.746
3871,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03872.jpg,1936,1216,1,0.679579,458.208,6.950,1936.000,1197.914,0.980209,1,0.434771,458.276,6.930,1936.000,1198.603,0.980420,1,0.434771,458.276,6.930,1936.000,1198.603,0.980420,0,0,,,,,11.882,11.402,11.185
3872,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03873.jpg,1936,1216,1,0.665240,453.957,7.321,1936.000,1207.968,0.988477,1,0.411471,453.921,7.366,1936.000,1208.373,0.988593,1,0.411471,453.921,7.366,1936.000,1208.373,0.988593,0,0,,,,,11.009,10.861,11.042
3873,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03874.jpg,1936,1216,1,0.644071,441.519,6.344,1936.000,1211.382,0.988064,1,0.393989,441.581,6.316,1936.000,1211.808,0.988054,1,0.393989,441.581,6.316,1936.000,1211.808,0.988054,0,0,,,,,12.520,11.361,11.769
3874,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03875.jpg,1936,1216,1,0.660379,439.943,7.826,1936.000,1205.417,0.992780,1,0.390871,439.990,7.825,1936.000,1205.965,0.992851,1,0.390871,439.990,7.825,1936.000,1205.965,0.992851,0,0,,,,,11.073,11.402,11.070
3875,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03876.jpg,1936,1216,1,0.662359,439.370,7.049,1936.000,1204.651,0.998331,1,0.407991,439.408,7.047,1936.000,1205.229,0.998348,1,0.407991,439.408,7.047,1936.000,1205.229,0.998348,0,0,,,,,12.064,11.164,11.002
3876,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03877.jpg,1936,1216,1,0.662359,439.370,7.049,1936.000,1204.651,1.000000,1,0.407991,439.408,7.047,1936.000,1205.229,1.000000,1,0.407991,439.408,7.047,1936.000,1205.229,1.000000,0,0,,,,,12.103,11.422,10.786
3877,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03878.jpg,1936,1216,1,0.658164,432.105,7.558,1936.000,1200.160,0.991033,1,0.392087,432.154,7.558,1936.000,1200.772,0.991069,1,0.392087,432.154,7.558,1936.000,1200.772,0.991069,0,0,,,,,11.581,11.030,10.872
3878,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03879.jpg,1936,1216,1,0.643808,438.829,4.476,1936.000,1213.679,0.981921,1,0.388584,438.868,4.489,1936.000,1214.037,0.982150,1,0.388584,438.868,4.489,1936.000,1214.037,0.982150,0,0,,,,,10.776,10.612,10.664
3879,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03880.jpg,1936,1216,1,0.643808,438.829,4.476,1936.000,1213.679,1.000000,1,0.388584,438.868,4.489,1936.000,1214.037,1.000000,1,0.388584,438.868,4.489,1936.000,1214.037,1.000000,0,0,,,,,11.472,11.199,11.021
3880,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03881.jpg,1936,1216,1,0.650172,441.366,4.193,1936.000,1205.233,0.991100,1,0.391098,441.388,4.215,1936.000,1205.814,0.991305,1,0.391098,441.388,4.215,1936.000,1205.814,0.991305,0,0,,,,,10.731,10.610,10.851
3881,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03882.jpg,1936,1216,1,0.659012,443.982,3.452,1936.000,1216.000,0.988792,1,0.406492,444.067,3.457,1936.000,1216.000,0.989214,1,0.406492,444.067,3.457,1936.000,1216.000,0.989214,0,0,,,,,11.472,11.126,10.980
3882,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03883.jpg,1936,1216,1,0.633327,444.859,3.150,1936.000,1207.252,0.991956,1,0.361429,444.870,3.219,1936.000,1207.747,0.992465,1,0.361429,444.870,3.219,1936.000,1207.747,0.992465,0,0,,,,,10.803,10.636,10.533
3883,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03884.jpg,1936,1216,1,0.654463,446.933,0.942,1936.000,1208.309,0.995912,1,0.369179,447.048,0.912,1936.000,1208.875,0.995703,1,0.369179,447.048,0.912,1936.000,1208.875,0.995703,0,0,,,,,11.523,11.058,10.863
3884,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03885.jpg,1936,1216,1,0.601811,442.139,2.397,1936.000,1216.000,0.989292,1,0.314400,442.204,2.430,1936.000,1216.000,0.989671,1,0.314400,442.204,2.430,1936.000,1216.000,0.989671,0,0,,,,,10.652,10.622,10.650
3885,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03886.jpg,1936,1216,1,0.652135,477.917,0.000,1936.000,1216.000,0.974172,1,0.372931,478.004,0.000,1936.000,1216.000,0.974130,1,0.372931,478.004,0.000,1936.000,1216.000,0.974130,0,0,,,,,11.362,11.228,10.815
3886,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03887.jpg,1936,1216,1,0.600764,452.717,1.032,1936.000,1216.000,0.982190,1,0.320774,452.783,1.053,1936.000,1216.000,0.982159,1,0.320774,452.783,1.053,1936.000,1216.000,0.982159,0,0,,,,,10.570,10.425,10.501
3887,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03888.jpg,1936,1216,1,0.630585,451.539,0.000,1936.000,1216.000,0.998359,1,0.329346,451.623,0.000,1936.000,1216.000,0.998353,1,0.329346,451.623,0.000,1936.000,1216.000,0.998353,0,0,,,,,11.639,10.920,10.796
3888,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03889.jpg,1936,1216,1,0.627698,445.849,2.821,1936.000,1216.000,0.993879,1,0.355672,445.874,2.864,1936.000,1216.000,0.993805,1,0.355672,445.874,2.864,1936.000,1216.000,0.993805,0,0,,,,,10.601,10.364,10.544
3889,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03890.jpg,1936,1216,1,0.572452,439.510,5.389,1936.000,1212.699,0.990967,1,0.334538,439.533,5.401,1936.000,1213.214,0.991413,1,0.334538,439.533,5.401,1936.000,1213.214,0.991413,0,0,,,,,12.316,11.103,10.831
3890,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03891.jpg,1936,1216,1,0.629911,436.988,8.738,1936.000,1216.000,0.992838,1,0.342499,437.036,8.756,1936.000,1216.000,0.993275,1,0.342499,437.036,8.756,1936.000,1216.000,0.993275,0,0,,,,,10.623,10.451,10.517
3891,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03892.jpg,1936,1216,1,0.602098,445.375,3.283,1936.000,1213.049,0.987537,1,0.315372,445.446,3.253,1936.000,1213.554,0.987897,1,0.315372,445.446,3.253,1936.000,1213.554,0.987897,0,0,,,,,11.495,11.084,10.913
3892,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03893.jpg,1936,1216,1,0.644086,462.059,2.670,1936.000,1215.623,0.986238,1,0.344312,462.208,2.679,1936.000,1216.000,0.986320,1,0.344312,462.208,2.679,1936.000,1216.000,0.986320,0,0,,,,,10.814,10.553,10.648
3893,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03894.jpg,1936,1216,1,0.638637,461.040,5.874,1936.000,1198.545,0.982610,1,0.340445,461.096,5.936,1936.000,1199.324,0.982842,1,0.340445,461.096,5.936,1936.000,1199.324,0.982842,0,0,,,,,11.601,11.075,10.930
3894,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03895.jpg,1936,1216,1,0.601329,462.436,6.852,1936.000,1214.089,0.985405,1,0.322912,462.478,6.846,1936.000,1214.472,0.985799,1,0.322912,462.478,6.846,1936.000,1214.472,0.985799,0,0,,,,,10.691,10.525,10.603
3895,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03896.jpg,1936,1216,1,0.641634,457.382,6.992,1936.000,1214.797,0.995883,1,0.354852,457.426,6.998,1936.000,1215.262,0.995807,1,0.354852,457.426,6.998,1936.000,1215.262,0.995807,0,0,,,,,11.654,11.037,10.920
3896,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03897.jpg,1936,1216,1,0.641634,457.382,6.992,1936.000,1214.797,1.000000,1,0.354852,457.426,6.998,1936.000,1215.262,1.000000,1,0.354852,457.426,6.998,1936.000,1215.262,1.000000,0,0,,,,,10.898,10.670,10.692
3897,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03898.jpg,1936,1216,1,0.562680,457.321,0.000,1936.000,1216.000,0.993220,1,0.287762,457.405,0.000,1936.000,1216.000,0.993624,1,0.287762,457.405,0.000,1936.000,1216.000,0.993624,0,0,,,,,11.599,11.275,10.972
3898,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03899.jpg,1936,1216,1,0.470663,504.130,0.000,1936.000,1216.000,0.968344,1,0.198328,504.136,0.000,1936.000,1216.000,0.968395,1,0.198328,504.136,0.000,1936.000,1216.000,0.968395,0,0,,,,,10.708,10.687,10.730
3899,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03900.jpg,1936,1216,1,0.497723,476.285,0.000,1936.000,1216.000,0.980925,1,0.213879,476.245,0.000,1936.000,1216.000,0.980893,1,0.213879,476.245,0.000,1936.000,1216.000,0.980893,0,0,,,,,11.685,11.128,11.076
3900,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03901.jpg,1936,1216,1,0.388550,448.585,0.000,1936.000,1216.000,0.981377,1,0.152432,448.643,0.000,1936.000,1216.000,0.981442,1,0.152432,448.643,0.000,1936.000,1216.000,0.981442,0,0,,,,,10.624,10.623,10.691
3901,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03902.jpg,1936,1216,1,0.463013,472.955,0.000,1936.000,1188.666,0.961505,1,0.193460,473.051,0.000,1936.000,1189.624,0.962254,1,0.193460,473.051,0.000,1936.000,1189.624,0.962254,0,0,,,,,11.623,10.990,10.968
3902,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03903.jpg,1936,1216,1,0.463013,472.955,0.000,1936.000,1188.666,1.000000,1,0.193460,473.051,0.000,1936.000,1189.624,1.000000,1,0.193460,473.051,0.000,1936.000,1189.624,1.000000,0,0,,,,,15.890,11.183,10.685
3903,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03904.jpg,1936,1216,1,0.475626,458.388,0.000,1936.000,1216.000,0.967884,1,0.202576,458.552,0.000,1936.000,1216.000,0.968708,1,0.202576,458.552,0.000,1936.000,1216.000,0.968708,0,0,,,,,11.786,13.547,11.747
3904,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03905.jpg,1936,1216,1,0.527711,466.835,0.000,1936.000,1216.000,0.994283,1,0.244154,466.908,0.000,1936.000,1216.000,0.994344,1,0.244154,466.908,0.000,1936.000,1216.000,0.994344,0,0,,,,,11.115,12.908,10.835
3905,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03906.jpg,1936,1216,1,0.527711,466.835,0.000,1936.000,1216.000,1.000000,1,0.244154,466.908,0.000,1936.000,1216.000,1.000000,1,0.244154,466.908,0.000,1936.000,1216.000,1.000000,0,0,,,,,11.555,11.163,10.973
3906,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03907.jpg,1936,1216,1,0.466629,474.594,0.000,1936.000,1216.000,0.994719,1,0.368847,885.367,6.676,1080.431,136.176,0.014140,1,0.368847,885.367,6.676,1080.431,136.176,0.014140,0,0,,,,,10.730,10.860,11.072
3907,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03908.jpg,1936,1216,1,0.486358,483.596,0.000,1936.000,1216.000,0.993840,1,0.222239,483.525,0.000,1936.000,1216.000,0.014302,1,0.222239,483.525,0.000,1936.000,1216.000,0.014302,0,0,,,,,11.826,11.338,11.149
3908,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03909.jpg,1936,1216,1,0.536558,519.451,0.000,1936.000,1216.000,0.975313,1,0.230358,519.403,0.000,1936.000,1216.000,0.975299,1,0.230358,519.403,0.000,1936.000,1216.000,0.975299,0,0,,,,,10.882,10.639,10.822
3909,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03910.jpg,1936,1216,1,0.535181,529.875,0.000,1936.000,1216.000,0.992641,1,0.231852,529.900,0.000,1936.000,1216.000,0.992590,1,0.231852,529.900,0.000,1936.000,1216.000,0.992590,0,0,,,,,11.772,11.319,11.090
3910,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03911.jpg,1936,1216,1,0.518716,450.737,0.000,1936.000,774.633,0.614984,1,0.317475,450.740,0.000,1936.000,774.499,0.614876,1,0.317475,450.740,0.000,1936.000,774.499,0.614876,0,0,,,,,10.965,10.607,10.735
3911,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03912.jpg,1936,1216,1,0.507846,479.055,0.000,1936.000,1216.000,0.629242,1,0.254551,479.201,0.000,1936.000,1216.000,0.629096,1,0.254551,479.201,0.000,1936.000,1216.000,0.629096,0,0,,,,,11.894,11.449,11.267
3912,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03913.jpg,1936,1216,1,0.499073,484.344,0.000,1936.000,1216.000,0.996370,1,0.233530,484.331,0.000,1936.000,1216.000,0.996478,1,0.233530,484.331,0.000,1936.000,1216.000,0.996478,0,0,,,,,10.958,10.794,10.893
3913,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03914.jpg,1936,1216,1,0.362924,468.268,0.000,1936.000,1216.000,0.989047,1,0.177995,468.305,0.000,1936.000,1216.000,0.989080,1,0.177995,468.305,0.000,1936.000,1216.000,0.989080,0,0,,,,,12.145,13.063,12.964
3914,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03915.jpg,1936,1216,1,0.495163,477.935,0.000,1936.000,1216.000,0.993414,1,0.218999,478.010,0.000,1936.000,1216.000,0.993387,1,0.218999,478.010,0.000,1936.000,1216.000,0.993387,0,0,,,,,11.158,10.993,11.032
3915,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03916.jpg,1936,1216,1,0.352218,474.145,0.000,1936.000,1216.000,0.997408,1,0.172072,474.309,0.000,1936.000,1216.000,0.997468,1,0.172072,474.309,0.000,1936.000,1216.000,0.997468,0,0,,,,,11.762,11.395,11.245
3916,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03917.jpg,1936,1216,1,0.596518,461.065,0.000,1936.000,1216.000,0.991132,1,0.323237,461.091,0.000,1936.000,1216.000,0.991038,1,0.323237,461.091,0.000,1936.000,1216.000,0.991038,0,0,,,,,10.856,10.596,10.846
3917,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03918.jpg,1936,1216,1,0.314059,451.237,0.000,1936.000,1216.000,0.993381,1,0.137161,451.317,0.000,1936.000,1216.000,0.993416,1,0.137161,451.317,0.000,1936.000,1216.000,0.993416,0,0,,,,,11.991,11.753,11.310
3918,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03919.jpg,1936,1216,1,0.430076,471.924,0.000,1936.000,1216.000,0.986068,1,0.183359,472.097,0.000,1936.000,1216.000,0.986004,1,0.183359,472.097,0.000,1936.000,1216.000,0.986004,0,0,,,,,11.219,10.974,11.282
3919,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03920.jpg,1936,1216,1,0.441559,500.318,0.000,1936.000,1216.000,0.980606,1,0.192403,500.397,0.000,1936.000,1216.000,0.980668,1,0.192403,500.397,0.000,1936.000,1216.000,0.980668,0,0,,,,,12.087,11.591,11.352
3920,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03921.jpg,1936,1216,1,0.441559,500.318,0.000,1936.000,1216.000,1.000000,1,0.192403,500.397,0.000,1936.000,1216.000,1.000000,1,0.192403,500.397,0.000,1936.000,1216.000,1.000000,0,0,,,,,11.250,11.030,11.052
3921,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03922.jpg,1936,1216,1,0.400029,472.712,0.000,1936.000,1216.000,0.981135,1,0.178916,472.748,0.000,1936.000,1216.000,0.981104,1,0.178916,472.748,0.000,1936.000,1216.000,0.981104,0,0,,,,,12.022,11.641,11.362
3922,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03923.jpg,1936,1216,1,0.287136,504.608,0.000,1936.000,1216.000,0.978203,1,0.130617,504.759,0.000,1936.000,1216.000,0.978124,1,0.130617,504.759,0.000,1936.000,1216.000,0.978124,0,0,,,,,10.925,10.922,10.948
3923,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03924.jpg,1936,1216,1,0.498083,487.596,0.000,1936.000,1216.000,0.988255,1,0.234129,487.712,0.000,1936.000,1216.000,0.988230,1,0.234129,487.712,0.000,1936.000,1216.000,0.988230,0,0,,,,,11.790,11.358,11.363
3924,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03925.jpg,1936,1216,1,0.169656,497.883,0.000,1936.000,1216.000,0.992898,1,0.100269,2.106,1.126,746.061,1216.000,0.133498,1,0.100269,2.106,1.126,746.061,1216.000,0.133498,0,0,,,,,11.187,10.903,11.007
3925,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03926.jpg,1936,1216,1,0.426796,448.675,0.000,1936.000,829.022,0.666220,1,0.220348,448.758,0.000,1936.000,830.209,0.130277,1,0.220348,448.758,0.000,1936.000,830.209,0.130277,0,0,,,,,11.952,11.317,11.236
3926,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03927.jpg,1936,1216,1,0.260464,319.317,392.040,1936.000,1189.054,0.347260,1,0.134440,319.025,391.709,1936.000,1189.511,0.348263,1,0.134440,319.025,391.709,1936.000,1189.511,0.348263,0,0,,,,,11.082,10.864,10.958
3927,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03928.jpg,1936,1216,1,0.222169,2.231,0.000,745.527,1216.000,0.183354,1,0.192655,2.616,0.000,745.465,1216.000,0.183591,1,0.192655,2.616,0.000,745.465,1216.000,0.183591,0,0,,,,,11.985,11.483,11.340
3928,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03929.jpg,1936,1216,1,0.260093,290.054,310.237,1936.000,1204.383,0.206909,1,0.128625,290.033,310.164,1936.000,1204.922,0.207007,1,0.128625,290.033,310.164,1936.000,1204.922,0.207007,0,0,,,,,11.190,11.331,12.599
3929,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03930.jpg,1936,1216,1,0.510112,452.525,0.000,1936.000,811.653,0.385020,1,0.319664,453.521,0.000,1936.000,786.985,0.365774,1,0.319664,453.521,0.000,1936.000,786.985,0.365774,0,0,,,,,12.008,11.610,11.406
3930,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03931.jpg,1936,1216,1,0.331293,495.920,0.000,1936.000,1216.000,0.654317,1,0.149719,495.814,0.000,1936.000,1216.000,0.635121,1,0.149719,495.814,0.000,1936.000,1216.000,0.635121,0,0,,,,,11.156,10.979,11.099
3931,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03932.jpg,1936,1216,1,0.313359,295.030,450.617,1936.000,1202.388,0.569148,1,0.154706,294.997,450.790,1936.000,1202.533,0.569148,1,0.154706,294.997,450.790,1936.000,1202.533,0.569148,0,0,,,,,12.043,11.574,11.386
3932,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03933.jpg,1936,1216,1,0.183010,430.745,0.000,1936.000,1155.844,0.555223,1,0.095197,3.526,0.000,1516.211,1198.148,0.427817,1,0.095197,3.526,0.000,1516.211,1198.148,0.427817,0,0,,,,,14.734,11.256,11.544
3933,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03934.jpg,1936,1216,1,0.256473,274.694,358.950,1936.000,1207.512,0.615133,1,0.123899,274.716,358.488,1936.000,1207.772,0.477986,1,0.123899,274.716,358.488,1936.000,1207.772,0.477986,0,0,,,,,12.403,12.907,12.762
3934,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03935.jpg,1936,1216,1,0.295572,278.144,345.915,1936.000,1199.179,0.973205,1,0.150673,278.163,345.532,1936.000,1199.571,0.973469,1,0.150673,278.163,345.532,1936.000,1199.571,0.973469,0,0,,,,,15.783,11.317,12.512
3935,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03936.jpg,1936,1216,1,0.383178,296.685,420.480,1936.000,1204.370,0.897009,1,0.184168,296.682,420.390,1936.000,1204.483,0.897056,1,0.184168,296.682,420.390,1936.000,1204.483,0.897056,0,0,,,,,11.957,11.396,11.371
3936,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03937.jpg,1936,1216,1,0.420635,287.475,481.493,1936.000,1207.136,0.914185,1,0.213814,287.498,481.753,1936.000,1207.235,0.913795,1,0.213814,287.498,481.753,1936.000,1207.235,0.913795,0,0,,,,,11.169,11.022,10.997
3937,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03938.jpg,1936,1216,1,0.346856,8.088,0.000,1514.289,1198.982,0.414824,1,0.190848,8.096,0.000,1514.194,1199.447,0.414878,1,0.190848,8.096,0.000,1514.194,1199.447,0.414878,0,0,,,,,11.919,11.358,11.307
3938,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03939.jpg,1936,1216,1,0.346856,8.088,0.000,1514.289,1198.982,1.000000,1,0.190848,8.096,0.000,1514.194,1199.447,1.000000,1,0.190848,8.096,0.000,1514.194,1199.447,1.000000,0,0,,,,,11.122,11.016,10.976
3939,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03940.jpg,1936,1216,1,0.399120,234.141,508.243,1906.220,1198.649,0.425631,1,0.216242,4.000,1.623,1582.943,1201.793,0.950773,1,0.216242,4.000,1.623,1582.943,1201.793,0.950773,0,0,,,,,11.902,11.564,11.341
3940,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03941.jpg,1936,1216,1,0.413035,21.701,0.000,1582.778,1203.420,0.442975,1,0.228622,21.699,0.000,1582.724,1203.482,0.985963,1,0.228622,21.699,0.000,1582.724,1203.482,0.985963,0,0,,,,,11.038,11.018,11.066
3941,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03942.jpg,1936,1216,1,0.483979,20.111,0.000,1579.100,1202.383,0.995771,1,0.269415,20.116,0.000,1579.007,1202.462,0.995765,1,0.269415,20.116,0.000,1579.007,1202.462,0.995765,0,0,,,,,12.010,11.482,11.352
3942,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03943.jpg,1936,1216,1,0.483992,24.488,0.000,1572.515,1209.571,0.987109,1,0.272461,24.466,0.000,1572.496,1209.613,0.987203,1,0.272461,24.466,0.000,1572.496,1209.613,0.987203,0,0,,,,,11.191,11.076,11.267
3943,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03944.jpg,1936,1216,1,0.493485,24.774,0.000,1560.811,1205.589,0.988989,1,0.288127,24.773,0.000,1560.740,1205.718,0.989012,1,0.288127,24.773,0.000,1560.740,1205.718,0.989012,0,0,,,,,12.871,11.543,11.544
3944,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03945.jpg,1936,1216,1,0.434042,16.249,0.000,1155.686,1193.768,0.725048,1,0.269311,16.230,0.000,1156.261,1193.991,0.725501,1,0.269311,16.230,0.000,1156.261,1193.991,0.725501,0,0,,,,,11.299,11.156,11.106
3945,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03946.jpg,1936,1216,1,0.463427,27.569,0.000,1528.755,1198.593,0.742879,1,0.291581,27.547,0.000,1528.591,1198.744,0.743388,1,0.291581,27.547,0.000,1528.591,1198.744,0.743388,0,0,,,,,13.015,13.975,14.711
3946,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03947.jpg,1936,1216,1,0.360910,21.264,0.000,1551.686,1205.182,0.975535,1,0.216194,21.261,0.000,1551.559,1205.443,0.975432,1,0.216194,21.261,0.000,1551.559,1205.443,0.975432,0,0,,,,,13.143,12.068,11.195
3947,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03948.jpg,1936,1216,1,0.381888,16.418,0.000,1149.682,1187.237,0.724087,1,0.234363,16.407,0.000,1150.790,1187.438,0.724821,1,0.234363,16.407,0.000,1150.790,1187.438,0.724821,0,0,,,,,12.083,11.541,11.472
3948,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03949.jpg,1936,1216,1,0.517939,14.248,0.000,1050.000,1186.722,0.909903,1,0.345697,8.103,0.000,1033.624,1191.273,0.887625,1,0.345697,8.103,0.000,1033.624,1191.273,0.887625,0,0,,,,,11.291,11.124,11.056
3949,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03950.jpg,1936,1216,1,0.517939,14.248,0.000,1050.000,1186.722,1.000000,1,0.345697,8.103,0.000,1033.624,1191.273,1.000000,1,0.345697,8.103,0.000,1033.624,1191.273,1.000000,0,0,,,,,12.071,11.649,11.391
3950,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03951.jpg,1936,1216,1,0.522273,13.777,0.000,1039.767,1184.616,0.987915,1,0.347720,13.763,0.000,1039.905,1184.821,0.983107,1,0.347720,13.763,0.000,1039.905,1184.821,0.983107,0,0,,,,,11.199,11.037,11.138
3951,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03952.jpg,1936,1216,1,0.408374,25.940,0.000,1488.417,1207.403,0.674638,1,0.249046,25.931,0.000,1488.383,1207.976,0.674543,1,0.249046,25.931,0.000,1488.383,1207.976,0.674543,0,0,,,,,12.192,11.705,11.550
3952,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03953.jpg,1936,1216,1,0.408374,25.940,0.000,1488.417,1207.403,1.000000,1,0.249046,25.931,0.000,1488.383,1207.976,1.000000,1,0.249046,25.931,0.000,1488.383,1207.976,1.000000,0,0,,,,,11.283,11.213,11.292
3953,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03954.jpg,1936,1216,1,0.366657,12.058,0.000,1181.253,1191.674,0.772442,1,0.219951,12.062,0.000,1181.646,1192.521,0.772912,1,0.219951,12.062,0.000,1181.646,1192.521,0.772912,0,0,,,,,12.086,11.645,11.472
3954,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03955.jpg,1936,1216,1,0.366657,12.058,0.000,1181.253,1191.674,1.000000,1,0.219951,12.062,0.000,1181.646,1192.521,1.000000,1,0.219951,12.062,0.000,1181.646,1192.521,1.000000,0,0,,,,,11.316,11.045,11.233
3955,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03956.jpg,1936,1216,1,0.372582,23.584,0.000,1410.971,1216.000,0.811128,1,0.221967,23.601,0.000,1410.660,1216.000,0.812147,1,0.221967,23.601,0.000,1410.660,1216.000,0.812147,0,0,,,,,12.243,11.586,11.528
3956,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03957.jpg,1936,1216,1,0.435151,14.436,0.000,1054.055,1206.444,0.732116,1,0.270984,14.393,0.000,1054.170,1206.711,0.732487,1,0.270984,14.393,0.000,1054.170,1206.711,0.732487,0,0,,,,,11.279,11.113,11.068
