threshold,category,frame,image_path,compare_model,membank_conf,membank_weird,membank_border,membank_tiny,membank_large,compare_conf,compare_weird,reason
0.20,membank_good_fda_mix_bad,1948,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01949.jpg,fda_mix,0.9070,0,0,0,0,0.7702,1,threshold=0.20; membank conf=0.907 weird=0 border=0 tiny=0 large=0; compare conf=0.770 weird=1
0.20,membank_good_fda_mix_bad,1949,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01950.jpg,fda_mix,0.9224,0,0,0,0,0.8588,1,threshold=0.20; membank conf=0.922 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1
0.20,membank_good_fda_mix_bad,1950,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01951.jpg,fda_mix,0.8715,0,0,0,0,0.7296,1,threshold=0.20; membank conf=0.871 weird=0 border=0 tiny=0 large=0; compare conf=0.730 weird=1
0.20,membank_good_fda_mix_bad,1951,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01952.jpg,fda_mix,0.9005,0,0,0,0,0.8838,1,threshold=0.20; membank conf=0.900 weird=0 border=0 tiny=0 large=0; compare conf=0.884 weird=1
0.20,membank_good_fda_mix_bad,1952,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01953.jpg,fda_mix,0.9335,0,0,0,0,0.9180,1,threshold=0.20; membank conf=0.933 weird=0 border=0 tiny=0 large=0; compare conf=0.918 weird=1
0.20,membank_good_fda_mix_bad,1953,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01954.jpg,fda_mix,0.9101,0,0,0,0,0.5355,1,threshold=0.20; membank conf=0.910 weird=0 border=0 tiny=0 large=0; compare conf=0.535 weird=1
0.20,membank_good_fda_mix_bad,1954,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01955.jpg,fda_mix,0.9006,0,0,0,0,0.8471,1,threshold=0.20; membank conf=0.901 weird=0 border=0 tiny=0 large=0; compare conf=0.847 weird=1
0.20,membank_good_fda_mix_bad,1957,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01958.jpg,fda_mix,0.9533,0,0,0,0,0.8985,1,threshold=0.20; membank conf=0.953 weird=0 border=0 tiny=0 large=0; compare conf=0.898 weird=1
0.20,membank_good_fda_mix_bad,1959,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01960.jpg,fda_mix,0.9453,0,0,0,0,0.9066,1,threshold=0.20; membank conf=0.945 weird=0 border=0 tiny=0 large=0; compare conf=0.907 weird=1
0.20,membank_good_fda_mix_bad,1962,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01963.jpg,fda_mix,0.9424,0,0,0,0,0.9108,1,threshold=0.20; membank conf=0.942 weird=0 border=0 tiny=0 large=0; compare conf=0.911 weird=1
0.20,membank_good_fda_mix_bad,1964,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01965.jpg,fda_mix,0.9426,0,0,0,0,0.9003,1,threshold=0.20; membank conf=0.943 weird=0 border=0 tiny=0 large=0; compare conf=0.900 weird=1
0.20,membank_good_fda_mix_bad,1965,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01966.jpg,fda_mix,0.9446,0,0,0,0,0.8586,1,threshold=0.20; membank conf=0.945 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1
0.20,membank_good_fda_mix_bad,1966,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01967.jpg,fda_mix,0.9331,0,0,0,0,0.8377,1,threshold=0.20; membank conf=0.933 weird=0 border=0 tiny=0 large=0; compare conf=0.838 weird=1
0.20,membank_good_fda_mix_bad,1967,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01968.jpg,fda_mix,0.9147,0,0,0,0,0.8528,1,threshold=0.20; membank conf=0.915 weird=0 border=0 tiny=0 large=0; compare conf=0.853 weird=1
0.20,membank_good_fda_mix_bad,1968,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01969.jpg,fda_mix,0.9174,0,0,0,0,0.8440,1,threshold=0.20; membank conf=0.917 weird=0 border=0 tiny=0 large=0; compare conf=0.844 weird=1
0.20,membank_good_fda_mix_bad,1969,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01970.jpg,fda_mix,0.9200,0,0,0,0,0.8233,1,threshold=0.20; membank conf=0.920 weird=0 border=0 tiny=0 large=0; compare conf=0.823 weird=1
0.20,membank_good_fda_mix_bad,1975,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01976.jpg,fda_mix,0.9337,0,0,0,0,0.9151,1,threshold=0.20; membank conf=0.934 weird=0 border=0 tiny=0 large=0; compare conf=0.915 weird=1
0.20,membank_good_fda_mix_bad,1982,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01983.jpg,fda_mix,0.8887,0,0,0,0,0.8907,1,threshold=0.20; membank conf=0.889 weird=0 border=0 tiny=0 large=0; compare conf=0.891 weird=1
0.20,membank_good_fda_mix_bad,1985,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01986.jpg,fda_mix,0.9111,0,0,0,0,0.8129,1,threshold=0.20; membank conf=0.911 weird=0 border=0 tiny=0 large=0; compare conf=0.813 weird=1
0.20,membank_good_fda_mix_bad,1986,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01987.jpg,fda_mix,0.9111,0,0,0,0,0.8129,1,threshold=0.20; membank conf=0.911 weird=0 border=0 tiny=0 large=0; compare conf=0.813 weird=1
0.20,membank_good_fda_mix_bad,1987,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01988.jpg,fda_mix,0.9066,0,0,0,0,0.9099,1,threshold=0.20; membank conf=0.907 weird=0 border=0 tiny=0 large=0; compare conf=0.910 weird=1
0.20,membank_good_fda_mix_bad,1989,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01990.jpg,fda_mix,0.8703,0,0,0,0,0.8909,1,threshold=0.20; membank conf=0.870 weird=0 border=0 tiny=0 large=0; compare conf=0.891 weird=1
0.20,membank_good_fda_mix_bad,1990,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01991.jpg,fda_mix,0.8917,0,0,0,0,0.8922,1,threshold=0.20; membank conf=0.892 weird=0 border=0 tiny=0 large=0; compare conf=0.892 weird=1
0.20,membank_good_fda_mix_bad,1991,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01992.jpg,fda_mix,0.8917,0,0,0,0,0.8922,1,threshold=0.20; membank conf=0.892 weird=0 border=0 tiny=0 large=0; compare conf=0.892 weird=1
0.20,membank_good_fda_mix_bad,1994,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01995.jpg,fda_mix,0.8135,0,0,0,0,0.7461,1,threshold=0.20; membank conf=0.813 weird=0 border=0 tiny=0 large=0; compare conf=0.746 weird=1
0.20,membank_good_fda_mix_bad,1995,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01996.jpg,fda_mix,0.8426,0,0,0,0,0.7560,1,threshold=0.20; membank conf=0.843 weird=0 border=0 tiny=0 large=0; compare conf=0.756 weird=1
0.20,membank_good_fda_mix_bad,1997,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01998.jpg,fda_mix,0.8019,0,0,0,0,0.7435,1,threshold=0.20; membank conf=0.802 weird=0 border=0 tiny=0 large=0; compare conf=0.743 weird=1
0.20,membank_good_fda_mix_bad,1998,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01999.jpg,fda_mix,0.8019,0,0,0,0,0.7435,1,threshold=0.20; membank conf=0.802 weird=0 border=0 tiny=0 large=0; compare conf=0.743 weird=1
0.20,membank_good_fda_mix_bad,2001,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02002.jpg,fda_mix,0.8511,0,0,0,0,0.7396,1,threshold=0.20; membank conf=0.851 weird=0 border=0 tiny=0 large=0; compare conf=0.740 weird=1
0.20,membank_good_fda_mix_bad,2002,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02003.jpg,fda_mix,0.8511,0,0,0,0,0.7396,1,threshold=0.20; membank conf=0.851 weird=0 border=0 tiny=0 large=0; compare conf=0.740 weird=1
0.20,membank_good_fda_mix_bad,2006,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02007.jpg,fda_mix,0.7517,0,0,0,0,0.6601,1,threshold=0.20; membank conf=0.752 weird=0 border=0 tiny=0 large=0; compare conf=0.660 weird=1
0.20,membank_good_fda_mix_bad,2007,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02008.jpg,fda_mix,0.7517,0,0,0,0,0.6601,1,threshold=0.20; membank conf=0.752 weird=0 border=0 tiny=0 large=0; compare conf=0.660 weird=1
0.20,membank_good_fda_mix_bad,2008,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02009.jpg,fda_mix,0.8146,0,0,0,0,0.7224,1,threshold=0.20; membank conf=0.815 weird=0 border=0 tiny=0 large=0; compare conf=0.722 weird=1
0.20,membank_good_fda_mix_bad,2011,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02012.jpg,fda_mix,0.6650,0,0,0,0,0.6304,1,threshold=0.20; membank conf=0.665 weird=0 border=0 tiny=0 large=0; compare conf=0.630 weird=1
0.20,membank_good_fda_mix_bad,2012,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02013.jpg,fda_mix,0.6650,0,0,0,0,0.6304,1,threshold=0.20; membank conf=0.665 weird=0 border=0 tiny=0 large=0; compare conf=0.630 weird=1
0.20,membank_good_fda_mix_bad,2022,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02023.jpg,fda_mix,0.6229,0,0,0,0,0.7424,1,threshold=0.20; membank conf=0.623 weird=0 border=0 tiny=0 large=0; compare conf=0.742 weird=1
0.20,adapter_bad_membank_good,2023,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02024.jpg,adapter_base,0.2659,0,0,0,0,0.1994,0,threshold=0.20; membank conf=0.266 weird=0 border=0 tiny=0 large=0; compare conf=0.199 weird=0
0.20,membank_good_fda_mix_bad,2024,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02025.jpg,fda_mix,0.5509,0,0,0,0,0.7643,1,threshold=0.20; membank conf=0.551 weird=0 border=0 tiny=0 large=0; compare conf=0.764 weird=1
0.20,membank_good_fda_mix_bad,2025,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02026.jpg,fda_mix,0.6563,0,0,0,0,0.8386,1,threshold=0.20; membank conf=0.656 weird=0 border=0 tiny=0 large=0; compare conf=0.839 weird=1
0.20,adapter_bad_membank_good,2027,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02028.jpg,adapter_base,0.2177,0,0,0,0,0.1745,0,threshold=0.20; membank conf=0.218 weird=0 border=0 tiny=0 large=0; compare conf=0.175 weird=0
0.20,membank_low_conf_candidate,2027,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02028.jpg,,0.2177,0,0,0,0,,,threshold=0.20; membank conf=0.218 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2028,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02029.jpg,,0.0857,0,0,0,0,,,threshold=0.20; membank conf=0.086 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2030,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02031.jpg,fda_mix,0.1287,0,0,0,0,0.7593,0,threshold=0.20; membank conf=0.129 weird=0 border=0 tiny=0 large=0; compare conf=0.759 weird=0
0.20,fda_mix_good_membank_bad,2031,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02032.jpg,fda_mix,0.1423,0,0,0,0,0.7184,0,threshold=0.20; membank conf=0.142 weird=0 border=0 tiny=0 large=0; compare conf=0.718 weird=0
0.20,fda_mix_good_membank_bad,2032,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02033.jpg,fda_mix,0.0296,0,0,0,0,0.7749,0,threshold=0.20; membank conf=0.030 weird=0 border=0 tiny=0 large=0; compare conf=0.775 weird=0
0.20,membank_no_detection_or_tiny_conf,2032,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02033.jpg,,0.0296,0,0,0,0,,,threshold=0.20; membank conf=0.030 weird=0 border=0 tiny=0 large=0
0.20,membank_good_fda_mix_bad,2033,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02034.jpg,fda_mix,0.2283,0,0,0,0,0.6868,1,threshold=0.20; membank conf=0.228 weird=0 border=0 tiny=0 large=0; compare conf=0.687 weird=1
0.20,adapter_bad_membank_good,2033,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02034.jpg,adapter_base,0.2283,0,0,0,0,0.1988,0,threshold=0.20; membank conf=0.228 weird=0 border=0 tiny=0 large=0; compare conf=0.199 weird=0
0.20,membank_low_conf_candidate,2033,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02034.jpg,,0.2283,0,0,0,0,,,threshold=0.20; membank conf=0.228 weird=0 border=0 tiny=0 large=0
0.20,membank_good_fda_mix_bad,2034,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02035.jpg,fda_mix,0.2197,0,0,0,0,0.5608,1,threshold=0.20; membank conf=0.220 weird=0 border=0 tiny=0 large=0; compare conf=0.561 weird=1
0.20,adapter_bad_membank_good,2034,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02035.jpg,adapter_base,0.2197,0,0,0,0,0.1894,0,threshold=0.20; membank conf=0.220 weird=0 border=0 tiny=0 large=0; compare conf=0.189 weird=0
0.20,membank_low_conf_candidate,2034,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02035.jpg,,0.2197,0,0,0,0,,,threshold=0.20; membank conf=0.220 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2035,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02036.jpg,fda_mix,0.1287,0,0,0,0,0.8722,0,threshold=0.20; membank conf=0.129 weird=0 border=0 tiny=0 large=0; compare conf=0.872 weird=0
0.20,fda_mix_good_membank_bad,2036,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02037.jpg,fda_mix,0.1287,0,0,0,0,0.8722,0,threshold=0.20; membank conf=0.129 weird=0 border=0 tiny=0 large=0; compare conf=0.872 weird=0
0.20,current_odad_good_membank_bad,2038,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02039.jpg,current_odad,0.0900,0,0,0,0,0.2403,0,threshold=0.20; membank conf=0.090 weird=0 border=0 tiny=0 large=0; compare conf=0.240 weird=0
0.20,membank_no_detection_or_tiny_conf,2038,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02039.jpg,,0.0900,0,0,0,0,,,threshold=0.20; membank conf=0.090 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2041,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02042.jpg,fda_mix,0.0620,0,0,0,0,0.3888,0,threshold=0.20; membank conf=0.062 weird=0 border=0 tiny=0 large=0; compare conf=0.389 weird=0
0.20,membank_no_detection_or_tiny_conf,2041,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02042.jpg,,0.0620,0,0,0,0,,,threshold=0.20; membank conf=0.062 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2042,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02043.jpg,fda_mix,0.0607,0,0,0,0,0.4935,0,threshold=0.20; membank conf=0.061 weird=0 border=0 tiny=0 large=0; compare conf=0.494 weird=0
0.20,membank_no_detection_or_tiny_conf,2042,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02043.jpg,,0.0607,0,0,0,0,,,threshold=0.20; membank conf=0.061 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2043,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02044.jpg,fda_mix,0.0607,0,0,0,0,0.4935,0,threshold=0.20; membank conf=0.061 weird=0 border=0 tiny=0 large=0; compare conf=0.494 weird=0
0.20,current_odad_good_membank_bad,2043,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02044.jpg,current_odad,0.0607,0,0,0,0,0.2325,0,threshold=0.20; membank conf=0.061 weird=0 border=0 tiny=0 large=0; compare conf=0.233 weird=0
0.20,membank_no_detection_or_tiny_conf,2043,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02044.jpg,,0.0607,0,0,0,0,,,threshold=0.20; membank conf=0.061 weird=0 border=0 tiny=0 large=0
0.20,membank_good_fda_mix_bad,2045,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02046.jpg,fda_mix,0.4675,0,0,0,0,0.6629,1,threshold=0.20; membank conf=0.468 weird=0 border=0 tiny=0 large=0; compare conf=0.663 weird=1
0.20,membank_good_fda_mix_bad,2046,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02047.jpg,fda_mix,0.6399,0,0,0,0,0.6728,1,threshold=0.20; membank conf=0.640 weird=0 border=0 tiny=0 large=0; compare conf=0.673 weird=1
0.20,fda_mix_good_membank_bad,2054,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02055.jpg,fda_mix,0.1526,0,0,0,0,0.6588,0,threshold=0.20; membank conf=0.153 weird=0 border=0 tiny=0 large=0; compare conf=0.659 weird=0
0.20,current_odad_good_membank_bad,2054,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02055.jpg,current_odad,0.1526,0,0,0,0,0.2015,0,threshold=0.20; membank conf=0.153 weird=0 border=0 tiny=0 large=0; compare conf=0.202 weird=0
0.20,fda_mix_good_membank_bad,2062,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02063.jpg,fda_mix,0.0000,0,0,0,0,0.8571,0,threshold=0.20; membank conf=0.000 weird=0 border=0 tiny=0 large=0; compare conf=0.857 weird=0
0.20,membank_no_detection_or_tiny_conf,2062,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02063.jpg,,0.0000,0,0,0,0,,,threshold=0.20; membank conf=0.000 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2074,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02075.jpg,,0.0000,0,0,0,0,,,threshold=0.20; membank conf=0.000 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2076,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02077.jpg,fda_mix,0.0730,0,0,0,0,0.8761,0,threshold=0.20; membank conf=0.073 weird=0 border=0 tiny=0 large=0; compare conf=0.876 weird=0
0.20,membank_no_detection_or_tiny_conf,2076,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02077.jpg,,0.0730,0,0,0,0,,,threshold=0.20; membank conf=0.073 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2077,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02078.jpg,fda_mix,0.0730,0,0,0,0,0.8761,0,threshold=0.20; membank conf=0.073 weird=0 border=0 tiny=0 large=0; compare conf=0.876 weird=0
0.20,membank_no_detection_or_tiny_conf,2077,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02078.jpg,,0.0730,0,0,0,0,,,threshold=0.20; membank conf=0.073 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2078,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02079.jpg,fda_mix,0.0095,0,0,0,0,0.8851,0,threshold=0.20; membank conf=0.010 weird=0 border=0 tiny=0 large=0; compare conf=0.885 weird=0
0.20,membank_no_detection_or_tiny_conf,2078,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02079.jpg,,0.0095,0,0,0,0,,,threshold=0.20; membank conf=0.010 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2079,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02080.jpg,fda_mix,0.0584,0,0,0,0,0.8976,0,threshold=0.20; membank conf=0.058 weird=0 border=0 tiny=0 large=0; compare conf=0.898 weird=0
0.20,membank_no_detection_or_tiny_conf,2079,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02080.jpg,,0.0584,0,0,0,0,,,threshold=0.20; membank conf=0.058 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2080,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02081.jpg,fda_mix,0.0393,0,0,0,0,0.5832,0,threshold=0.20; membank conf=0.039 weird=0 border=0 tiny=0 large=0; compare conf=0.583 weird=0
0.20,membank_no_detection_or_tiny_conf,2080,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02081.jpg,,0.0393,0,0,0,0,,,threshold=0.20; membank conf=0.039 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2081,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02082.jpg,fda_mix,0.0393,0,0,0,0,0.5832,0,threshold=0.20; membank conf=0.039 weird=0 border=0 tiny=0 large=0; compare conf=0.583 weird=0
0.20,membank_no_detection_or_tiny_conf,2081,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02082.jpg,,0.0393,0,0,0,0,,,threshold=0.20; membank conf=0.039 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2082,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02083.jpg,fda_mix,0.0122,0,0,0,0,0.8593,0,threshold=0.20; membank conf=0.012 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=0
0.20,membank_no_detection_or_tiny_conf,2082,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02083.jpg,,0.0122,0,0,0,0,,,threshold=0.20; membank conf=0.012 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2083,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02084.jpg,,0.0082,0,0,0,0,,,threshold=0.20; membank conf=0.008 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2084,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02085.jpg,,0.0082,0,0,0,0,,,threshold=0.20; membank conf=0.008 weird=0 border=0 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2085,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02086.jpg,fda_mix,0.0182,0,0,0,0,0.4013,0,threshold=0.20; membank conf=0.018 weird=0 border=0 tiny=0 large=0; compare conf=0.401 weird=0
0.20,membank_no_detection_or_tiny_conf,2085,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02086.jpg,,0.0182,0,0,0,0,,,threshold=0.20; membank conf=0.018 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2086,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02087.jpg,,0.0798,0,0,0,0,,,threshold=0.20; membank conf=0.080 weird=0 border=0 tiny=0 large=0
0.20,membank_no_detection_or_tiny_conf,2087,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02088.jpg,,0.0155,0,0,0,0,,,threshold=0.20; membank conf=0.016 weird=0 border=0 tiny=0 large=0
0.20,current_odad_good_membank_bad,2088,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02089.jpg,current_odad,0.1549,0,0,0,0,0.3456,0,threshold=0.20; membank conf=0.155 weird=0 border=0 tiny=0 large=0; compare conf=0.346 weird=0
0.20,current_odad_good_membank_bad,2089,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02090.jpg,current_odad,0.1328,0,0,0,0,0.3157,0,threshold=0.20; membank conf=0.133 weird=0 border=0 tiny=0 large=0; compare conf=0.316 weird=0
0.20,membank_no_detection_or_tiny_conf,2090,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02091.jpg,,0.0069,1,1,0,0,,,threshold=0.20; membank conf=0.007 weird=1 border=1 tiny=0 large=0
0.20,membank_weird_or_border,2090,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02091.jpg,,0.0069,1,1,0,0,,,threshold=0.20; membank conf=0.007 weird=1 border=1 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2091,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02092.jpg,fda_mix,0.0449,1,1,0,0,0.6614,0,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0; compare conf=0.661 weird=0
0.20,membank_no_detection_or_tiny_conf,2091,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02092.jpg,,0.0449,1,1,0,0,,,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0
0.20,membank_weird_or_border,2091,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02092.jpg,,0.0449,1,1,0,0,,,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2092,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02093.jpg,fda_mix,0.0449,1,1,0,0,0.6614,0,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0; compare conf=0.661 weird=0
0.20,membank_no_detection_or_tiny_conf,2092,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02093.jpg,,0.0449,1,1,0,0,,,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0
0.20,membank_weird_or_border,2092,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02093.jpg,,0.0449,1,1,0,0,,,threshold=0.20; membank conf=0.045 weird=1 border=1 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2093,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02094.jpg,fda_mix,0.0363,1,1,0,0,0.7338,0,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0; compare conf=0.734 weird=0
0.20,membank_no_detection_or_tiny_conf,2093,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02094.jpg,,0.0363,1,1,0,0,,,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0
0.20,membank_weird_or_border,2093,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02094.jpg,,0.0363,1,1,0,0,,,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02095.jpg,fda_mix,0.0363,1,1,0,0,0.7338,0,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0; compare conf=0.734 weird=0
0.20,membank_no_detection_or_tiny_conf,2094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02095.jpg,,0.0363,1,1,0,0,,,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0
0.20,membank_weird_or_border,2094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02095.jpg,,0.0363,1,1,0,0,,,threshold=0.20; membank conf=0.036 weird=1 border=1 tiny=0 large=0
0.20,fda_mix_good_membank_bad,2095,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02096.jpg,fda_mix,0.0231,1,1,0,0,0.7454,0,threshold=0.20; membank conf=0.023 weird=1 border=1 tiny=0 large=0; compare conf=0.745 weird=0
0.20,membank_no_detection_or_tiny_conf,2095,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02096.jpg,,0.0231,1,1,0,0,,,threshold=0.20; membank conf=0.023 weird=1 border=1 tiny=0 large=0
